InvoiceID,Date,Branch,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,Payment,COGS,GrossMargin,GrossIncome,Rating
INV479148,2025-06-16,C,Normal,Male,,37.93,2,15.09,269.27,Cash,548.18,7.09,26.06,6.6
INV388245,2023-10-07,A,Member,Male,Fashion accessories,81.21,7,18.43,622.48,Cash,619.71,11.43,149.12,5.0
,2024-01-18,A,Member,Male,Home and lifestyle,23.08,2,17.56,173.44,Credit card,120.68,18.36,124.24,7.7
INV322052,2025-02-26,A,Member,Male,Food and beverages,84.89,7,3.13,424.67,Cash,434.23,11.69,32.1,2.4
INV214609,2024-11-24,A,Member,Male,Fashion accessories typo,90.01,2,1.5,486.2,Cash,332.5,10.3,15.14,8.4
INV269564,2025-05-03,A,Member,Female,Food and beverages,99.24,5,2.06,786.36,Credit card,466.35,14.62,192.99,9.3
INV300261,2024-04-12,A,Member,Male,Food and beverages,5.79,9,18.39,,Ewallet,786.11,6.75,144.14,1.2
INV487575,2024-02-23,A,Member,Female,Sports and travel,59.88,2,6.23,940.75,Cash,343.65,17.61,37.7,2.6
INV332001,2023-07-06,B,Normal,Female,Fashion accessories,41.56,2,19.0,610.09,Cash,32.54,6.15,169.43,6.5
INV477678,2024-09-13,B,Normal,Female,Health and beauty,46.27,2,10.72,221.36,Cash,59.8,9.77,47.76,8.6
INV963171,2023-11-11,C,Normal,Male,Home and lifestyle,51.59,9,14.84,148.4,Ewallet,374.54,15.03,35.54,2.5
INV475544,2024-07-03,C,Normal,Male,Sports and travel,43.67,3,11.92,41.95,Cash,587.31,18.5,77.55,5.2
INV583727,2024-08-30,A,Member,Male,Fashion accessories,30.75,5,1.06,395.3,Credit card,581.15,7.01,164.6,5.0
INV906839,2023-08-01,A,Member,Male,Home and lifestyle,66.11,4,1.0,844.04,Cash,360.59,10.97,63.34,4.4
INV661087,2023-11-15,C,Member,Male,Fashion accessories,94.35,6,8.03,655.46,Ewallet,722.96,16.88,123.28,8.5
INV170115,2025-04-23,A,Normal,Female,Home and lifestyle,2.73,3,6.69,475.82,Cash,521.99,11.83,90.16,3.8
INV259425,2025-06-11,B,Member,Male,Health and beauty,28.65,7,16.31,145.03,Ewallet,763.3,14.43,193.4,8.1
INV864609,2023-07-20,C,Member,Male,Home and lifestyle,37.7,8,4.9,55.21,Ewallet,167.19,6.81,69.44,8.1
INV844926,2024-04-19,A,Normal,Male,Fashion accessories,26.6,3,10.42,449.79,Credit card,130.58,7.29,72.67,4.3
INV306667,2023-08-15,A,Member,Female,Home and lifestyle,4.7,8,4.5,845.54,Credit card,640.51,11.76,156.64,8.5
INV118729,2024-10-17,B,Member,Female,Health and beauty,46.66,1,18.55,398.58,Ewallet,651.24,19.35,27.86,9.7
INV648435,2024-07-14,B,Normal,Male,Electronic accessories,7.45,2,12.88,639.11,Ewallet,712.25,12.72,22.36,5.5
INV937151,2024-10-04,A,Normal,Male,Home and lifestyle,79.42,3,16.64,128.01,Ewallet,552.93,11.72,4.72,3.5
INV227512,2023-10-02,C,Member,Female,Home and lifestyle,62.44,6,12.61,555.56,Credit card,503.38,18.71,108.09,5.0
INV175545,2025-05-10,A,Member,Male,Electronic accessories,29.06,7,18.65,151.1,Ewallet,761.86,12.47,153.45,2.4
INV581112,2024-03-12,A,Normal,Female,Electronic accessories,66.64,6,9.77,230.59,Cash,592.28,10.67,60.87,7.1
,2024-10-15,C,Normal,Male,Food and beverages,49.18,4,4.48,563.12,Ewallet,17.08,13.74,135.7,6.8
INV853959,2024-05-03,C,Normal,Male,Home and lifestyle,70.88,2,3.85,863.43,Cash,398.58,11.59,116.83,8.6
INV967530,2023-11-27,A,Normal,Male,Home and lifestyle,91.29,2,19.11,720.61,Credit card,586.55,18.54,54.32,3.2
INV908859,2023-11-10,A,Normal,Male,Health and beauty,8.48,7,18.76,413.74,Cash,80.31,8.72,148.6,2.4
INV873505,2024-06-30,B,Member,Female,Electronic accessories,18.43,7,1.29,321.3,Ewallet,529.39,14.16,199.7,6.6
INV934306,2024-07-18,B,Normal,Female,Electronic accessories,86.18,9,6.57,272.13,Cash,290.46,9.56,71.06,1.0
INV504675,2024-05-27,A,Normal,Female,Sports and travel,37.72,3,3.43,335.83,Cash,100.02,7.45,117.05,8.5
,2025-01-28,A,Normal,Male,Health and beauty,27.24,4,5.58,361.28,Credit card,114.33,12.41,57.52,9.1
INV921933,2024-07-16,A,Member,Male,Sports and travel,65.76,9,9.84,511.52,Ewallet,124.97,4.48,85.14,7.5
INV912711,2025-03-29,C,Member,Male,Electronic accessories,37.78,8,2.11,535.91,Cash,407.31,9.96,99.91,6.9
INV581748,2024-09-13,C,Member,Male,Fashion accessories,73.46,5,9.94,541.9,Credit card,546.53,12.79,16.7,1.0
INV459797,2025-04-21,C,Normal,Female,Health and beauty,64.83,4,5.3,24.72,Cash,195.24,12.4,158.29,8.1
INV115467,2023-11-04,A,Normal,Female,Food and beverages,89.51,1,17.87,214.17,Cash,390.44,7.64,157.95,5.7
INV158139,2024-09-13,B,Member,Female,Health and beauty,79.49,5,13.54,963.5,Cash,787.21,4.32,26.66,5.2
INV959255,2023-11-08,C,Normal,Male,Health and beauty,77.7,3,17.05,95.22,Cash,706.4,5.67,53.23,1.7
INV701556,2024-09-23,A,Member,Male,Fashion accessories,60.49,8,2.63,761.48,Credit card,732.0,4.09,171.55,5.7
INV368427,2024-11-21,B,Member,Female,Health and beauty,51.95,7,8.18,781.45,Cash,365.66,18.34,49.74,3.7
INV399766,2024-08-30,B,Normal,Female,Fashion accessories,45.86,3,10.47,333.6,Credit card,429.03,7.4,3.96,6.7
INV818318,2025-04-22,B,Member,Female,Electronic accessories,38.99,5,14.06,389.01,Ewallet,215.89,6.53,128.76,7.7
INV265606,2024-05-11,B,Member,Female,Fashion accessories,27.04,3,9.87,283.38,Ewallet,664.49,17.54,172.72,1.2
INV979789,2024-10-08,B,Normal,Female,Electronic accessories,64.56,6,10.39,495.48,Cash,223.96,8.72,120.01,9.7
INV165035,2024-04-11,A,Normal,Female,Sports and travel,30.74,9,3.52,67.1,Cash,310.13,8.16,197.71,2.5
INV916700,2025-04-07,B,Member,Male,Health and beauty,80.76,2,14.98,537.38,Ewallet,735.98,19.56,116.02,2.3
INV230306,2024-06-10,A,Normal,Female,Food and beverages,41.15,5,9.58,688.83,Credit card,208.65,14.36,47.31,1.8
INV363959,2024-12-11,A,Member,Male,Health and beauty,21.3,2,1.0,301.83,Cash,19.81,5.84,120.17,4.2
INV388172,2025-04-01,A,Member,Male,Sports and travel,42.99,8,5.19,762.23,Credit card,786.95,16.88,102.18,3.7
INV435570,2025-03-31,B,Normal,Male,Home and lifestyle,52.27,5,17.46,112.39,Credit card,516.19,16.81,190.07,3.5
INV962827,2024-05-14,B,Normal,Female,Sports and travel,99.84,3,11.94,820.09,Cash,387.41,9.33,179.84,7.2
INV685224,2023-11-12,B,Member,Female,Health and beauty,88.5,7,14.51,871.19,Ewallet,83.43,13.92,69.26,6.3
INV414419,2023-12-30,A,Member,Female,Electronic accessories,43.34,1,2.07,510.25,Cash,509.5,16.21,75.34,6.1
INV722748,2024-11-05,C,Normal,Female,Food and beverages,30.74,5,3.85,127.92,Credit card,559.83,4.6,171.38,7.7
INV530799,2024-02-01,B,Member,Female,Fashion accessories,25.1,6,17.11,655.24,Credit card,559.36,5.56,134.35,7.6
INV666053,2024-05-01,B,Member,Female,Electronic accessories,8.36,1,1.17,661.0,Cash,241.73,9.33,164.64,8.0
INV458623,2025-05-06,C,Member,Male,Home and lifestyle,85.0,2,8.26,839.13,Cash,405.6,9.45,159.28,4.7
INV233897,2025-02-28,B,Member,Female,Electronic accessories,44.64,5,7.79,450.2,Credit card,80.96,16.61,8.86,2.4
INV688365,2024-04-07,B,Normal,Male,Electronic accessories,65.55,3,18.05,101.12,Ewallet,332.45,11.35,163.61,1.3
INV153079,2025-05-30,C,Normal,Male,Home and lifestyle,56.17,3,1.41,549.58,Cash,705.08,17.02,134.95,1.5
INV133476,2024-06-08,B,Normal,Male,Health and beauty,38.16,3,9.71,638.74,Credit card,14.7,19.93,120.29,4.8
INV625002,2023-11-09,A,Member,Female,Electronic accessories,64.44,8,19.35,528.76,Ewallet,669.13,17.2,18.73,4.1
INV463333,2025-03-31,B,Member,Female,Health and beauty,17.86,5,16.55,841.58,Ewallet,302.71,9.08,90.08,4.6
INV465410,2024-03-13,B,Member,Female,,90.32,4,1.69,103.87,Cash,796.15,4.68,146.23,2.7
INV318233,2024-04-13,A,Normal,Female,Sports and travel,76.7,4,8.07,866.05,Ewallet,719.43,7.87,127.49,6.8
INV917011,2025-05-30,B,Member,Male,Health and beauty,5.19,9,10.75,841.59,Cash,570.53,15.93,11.06,6.1
INV612950,2023-10-10,A,Member,Male,Fashion accessories,17.88,2,8.72,892.3,Ewallet,708.02,11.27,184.55,8.0
INV982794,2024-01-26,B,Normal,Female,Fashion accessories,21.36,7,9.04,810.38,Cash,795.09,6.93,188.37,2.5
INV153961,2023-11-18,C,Normal,Female,Fashion accessories,41.73,4,12.93,48.76,Credit card,658.89,8.4,31.46,1.4
INV937120,2024-09-23,C,Member,Female,Food and beverages,52.14,1,8.62,807.53,Cash,103.18,14.95,67.86,7.6
INV254931,2023-08-28,A,Member,Female,Electronic accessories,86.62,7,18.47,438.35,Cash,388.38,18.4,56.93,6.0
INV146785,2024-03-31,A,Member,Male,Fashion accessories,65.77,7,14.26,637.37,Cash,571.14,17.9,171.89,3.1
INV143594,2023-12-10,A,Normal,Male,Electronic accessories,86.56,6,11.3,839.97,Credit card,273.17,14.31,131.7,7.0
INV786014,2023-09-14,A,Normal,Female,Fashion accessories,20.69,4,17.1,968.17,Credit card,774.14,18.58,114.77,8.7
INV682924,2023-08-17,B,Normal,Male,Home and lifestyle,3.03,9,7.32,279.11,Cash,585.48,12.25,199.0,6.6
INV320041,2024-01-31,A,Member,Male,Home and lifestyle,76.38,7,18.25,856.3,Ewallet,360.48,17.17,13.5,7.8
INV136104,2024-05-17,C,Normal,Female,Electronic accessories,37.91,4,7.46,198.34,Ewallet,758.87,12.53,188.71,3.8
INV523267,2024-04-05,A,Normal,Female,Health and beauty,55.76,6,11.79,941.45,Ewallet,185.42,19.19,148.9,5.3
INV483824,2025-01-18,C,Member,Female,Sports and travel,34.8,5,1.77,418.2,Ewallet,382.96,16.94,143.93,6.1
INV763014,2024-09-23,A,Normal,Male,Food and beverages,18.77,2,3.3,69.49,Cash,756.74,19.25,17.84,7.5
INV666460,2024-09-29,B,Member,Female,Health and beauty,57.82,9,5.24,408.89,Ewallet,505.88,15.58,114.69,1.5
,2024-02-12,A,Normal,Female,Food and beverages,98.97,3,18.5,777.07,Credit card,642.8,14.97,14.72,2.6
INV298863,2024-10-16,A,Normal,Male,Fashion accessories,32.66,1,13.84,953.84,Cash,572.9,11.87,112.44,9.7
INV544475,2025-06-13,B,Normal,Male,Electronic accessories,56.31,6,16.36,344.67,Cash,275.07,11.49,173.58,7.0
INV522287,2023-12-19,A,Member,Male,Food and beverages,62.18,7,13.03,434.35,Credit card,445.58,12.25,30.75,9.5
INV867354,2024-09-23,C,Member,Male,Home and lifestyle,82.79,3,12.86,890.41,Credit card,226.58,19.33,145.0,5.0
INV538601,2023-08-02,A,Member,Female,Home and lifestyle,81.84,1,7.32,223.34,Cash,347.82,5.56,75.72,2.3
INV386001,2023-09-17,A,Normal,Male,Home and lifestyle,4.14,2,17.56,527.59,Cash,35.99,18.32,16.27,7.9
INV675329,2025-01-19,B,Member,Male,Food and beverages,24.26,5,17.09,212.29,Credit card,791.96,12.59,13.78,6.1
INV596433,2024-09-03,B,Member,Male,Fashion accessories,23.64,1,5.43,623.17,Ewallet,518.8,6.68,125.48,8.7
INV815367,2023-11-08,B,Normal,Male,Home and lifestyle,15.98,1,8.79,6.05,Ewallet,757.05,8.66,34.83,2.7
INV878291,2023-09-18,B,Member,Female,Food and beverages,20.5,3,11.74,373.73,Credit card,41.22,18.27,16.23,1.2
INV649146,2024-10-25,B,Member,Male,Sports and travel,69.91,1,11.85,73.0,Cash,448.96,12.98,32.18,6.8
INV888230,2024-09-15,C,Normal,Female,Sports and travel,3.34,3,13.82,112.78,Credit card,47.04,11.2,176.8,1.5
INV862583,2024-08-15,B,Normal,Male,Fashion accessories,78.36,4,3.01,417.19,Ewallet,357.7,17.99,132.63,1.3
INV675369,2025-05-24,B,Member,Male,Food and beverages,21.57,9,19.04,234.4,Ewallet,422.87,19.37,148.46,9.6
INV722886,2025-03-06,B,Member,Female,,99.39,4,10.75,733.16,Credit card,658.64,16.34,94.68,9.4
INV352207,2025-03-27,B,Member,Male,Health and beauty,56.72,8,16.82,57.42,Ewallet,251.54,4.25,185.0,3.3
INV873464,2024-12-14,A,Normal,Female,Sports and travel,24.46,5,19.77,455.68,Ewallet,308.49,12.56,70.51,8.1
INV918073,2024-06-03,B,Normal,Male,Home and lifestyle,6.31,1,7.56,697.47,Cash,617.45,6.53,180.06,9.9
INV599682,2024-02-07,A,Normal,Male,Fashion accessories,12.61,1,14.17,203.14,Ewallet,539.82,8.42,143.48,2.6
INV676276,2024-11-13,C,Normal,Male,Health and beauty,43.08,6,17.53,427.15,Ewallet,225.82,8.52,73.94,9.0
INV377385,2024-11-25,C,Member,Female,Sports and travel,6.71,7,18.98,988.88,Ewallet,447.73,10.7,124.45,6.6
INV817351,2024-05-21,A,Normal,Male,Electronic accessories,68.92,4,11.87,352.29,Cash,335.87,13.0,128.78,3.2
INV693498,2024-06-21,C,Normal,Male,Electronic accessories,81.19,4,18.43,904.37,Cash,687.3,8.92,170.96,7.3
INV845273,2024-03-30,B,Member,Female,,95.1,1,16.84,27.77,Cash,398.55,12.67,159.78,9.9
INV967946,2024-07-28,C,Normal,Male,Fashion accessories,27.52,8,11.36,243.06,Ewallet,14.81,12.95,124.53,7.2
INV566313,2024-06-14,A,Normal,Female,Home and lifestyle,94.56,6,8.05,903.77,Credit card,186.75,4.61,187.42,6.7
INV779365,2025-04-30,A,Normal,Female,Food and beverages,32.34,7,0.6,95.31,Credit card,59.15,4.58,161.15,6.1
INV280429,2024-04-01,C,Member,Male,Fashion accessories,34.43,3,12.69,7.87,Ewallet,517.19,5.96,48.86,2.1
INV162526,2024-03-09,B,Normal,Female,,35.44,9,7.35,264.99,Credit card,348.67,10.62,64.93,5.2
INV702602,2024-03-10,B,Member,Male,Home and lifestyle,53.17,3,12.77,580.28,Cash,531.33,14.08,189.78,3.0
INV737029,2024-12-29,B,Normal,Female,Health and beauty,8.98,7,15.17,618.27,Ewallet,674.67,5.46,28.28,7.6
INV631227,2023-11-22,C,Member,Male,Health and beauty,15.88,3,16.83,480.78,Cash,340.66,19.51,70.83,1.5
INV736719,2024-11-30,A,Normal,Female,Fashion accessories,22.63,9,6.18,894.54,Credit card,287.44,8.63,105.83,7.0
INV474806,2025-04-14,B,Member,Male,Electronic accessories,19.72,1,15.45,625.34,Ewallet,293.78,14.56,74.92,4.2
INV521575,2025-02-02,B,Member,Female,Sports and travel,41.59,9,13.21,720.12,Credit card,546.19,19.65,189.53,4.7
INV723381,2024-01-09,B,Normal,Male,Food and beverages,83.5,1,12.66,,Cash,431.53,18.89,169.86,8.6
INV252808,2024-02-02,C,Member,Female,Fashion accessories,96.74,4,2.4,903.33,Credit card,241.82,16.46,91.57,1.1
INV597832,2024-08-19,C,Normal,Male,Electronic accessories,15.55,8,6.17,223.67,Cash,665.92,8.37,14.12,9.0
INV976253,2025-03-28,A,Member,Male,Fashion accessories,5.52,8,6.29,111.14,Cash,564.39,19.53,2.83,5.6
INV170033,2025-03-26,C,Normal,Female,Electronic accessories,56.12,4,16.75,568.78,Credit card,343.57,5.25,64.34,9.9
INV950380,2024-06-11,C,Member,Male,Food and beverages,20.92,8,10.02,819.73,Cash,596.91,19.52,155.0,4.5
INV939854,2024-10-04,B,Normal,Male,Fashion accessories,73.96,3,14.03,910.34,Credit card,671.42,4.3,142.0,2.4
INV559149,2024-10-07,B,Member,Male,Home and lifestyle,20.86,4,8.04,807.08,Credit card,318.92,8.78,80.74,5.1
INV954693,2024-01-04,A,Member,Female,Health and beauty,14.9,9,15.1,222.05,Ewallet,416.61,5.32,134.21,2.3
INV874559,2023-07-19,C,Member,Male,Health and beauty,90.16,6,3.11,805.98,Cash,530.16,10.64,146.97,6.6
INV785074,2023-11-15,A,Normal,Male,Electronic accessories,3.33,1,10.55,89.71,Ewallet,714.15,15.69,119.67,5.9
,2023-11-14,C,Member,Female,Electronic accessories,29.45,9,17.45,195.05,Cash,429.05,4.38,88.8,7.5
INV406451,2024-01-06,B,Member,Female,Health and beauty,87.66,4,5.86,279.89,Ewallet,335.04,9.66,35.08,4.7
INV501640,2025-01-08,B,Member,Male,Electronic accessories,35.3,5,9.72,72.0,Cash,406.38,17.35,139.83,2.9
INV249105,2025-02-02,B,Normal,Male,Food and beverages,61.91,9,17.92,333.24,Cash,87.24,13.64,122.05,9.9
INV967676,2025-03-24,C,Normal,Female,Home and lifestyle,78.27,1,15.08,767.43,Credit card,694.71,13.81,73.47,9.9
INV819094,2024-09-09,A,Normal,Male,Electronic accessories,80.66,9,8.08,589.06,Cash,376.6,14.35,147.34,2.6
INV961824,2024-05-12,C,Member,Female,Sports and travel,68.74,1,11.12,490.84,Ewallet,49.1,13.49,132.48,1.6
INV497236,2024-09-13,C,Normal,Female,Home and lifestyle,96.93,1,14.43,775.72,Credit card,765.41,11.44,152.41,9.4
INV912816,2024-11-03,B,Member,Female,Home and lifestyle,59.0,1,14.97,596.84,Ewallet,311.44,10.78,104.78,4.1
INV236402,2024-07-23,A,Member,Male,Food and beverages,84.59,5,18.06,46.17,Ewallet,126.18,18.02,161.75,5.1
INV946484,2023-12-17,B,Member,Male,Sports and travel,21.2,6,8.19,834.56,Cash,161.21,14.42,25.94,2.2
INV926587,2024-11-13,B,Normal,Male,Electronic accessories,91.72,5,10.44,397.98,Ewallet,48.17,16.11,143.95,6.5
INV659112,,C,Member,Female,Food and beverages,76.7,7,18.38,-575.09,Credit card,563.98,7.24,142.99,8.1
INV154376,2025-05-11,B,Normal,Female,,36.74,8,1.52,498.51,Ewallet,653.1,8.92,193.71,8.8
INV691134,2023-12-30,B,Normal,Male,Health and beauty,78.21,2,6.3,467.47,Cash,515.41,14.61,27.84,8.9
INV345055,2023-07-20,B,Normal,Female,Sports and travel,56.93,5,8.6,792.71,Cash,357.95,6.7,50.82,9.0
INV901794,2025-06-11,B,Member,Female,Electronic accessories,68.92,4,15.69,651.68,Ewallet,685.56,10.49,104.44,4.3
INV414247,2025-04-13,A,Member,Male,,25.35,1,9.48,915.63,Credit card,777.97,6.45,165.06,5.8
INV395235,2024-02-24,C,Normal,Male,Health and beauty,48.95,3,13.2,,Cash,659.83,5.97,3.47,3.3
INV918850,2024-08-04,B,Normal,Male,Sports and travel,19.52,1,5.51,271.88,Cash,789.46,15.91,13.65,4.3
INV968674,2025-03-17,A,Normal,Male,Sports and travel,97.65,6,15.62,313.26,Ewallet,561.36,15.26,51.27,9.0
INV553694,2024-05-23,A,Member,Male,Home and lifestyle,90.16,1,4.36,62.88,Cash,223.66,10.81,13.31,7.5
INV652031,2023-10-29,B,Member,Male,Food and beverages,8.61,4,4.67,210.66,Cash,766.49,13.66,120.91,6.9
INV855747,2024-04-02,B,Normal,Male,Health and beauty,68.38,7,5.39,700.14,Credit card,762.74,7.44,165.42,5.2
INV171443,2024-08-17,A,Normal,Female,Electronic accessories,19.63,9,18.38,231.04,Credit card,686.82,10.69,188.99,7.4
INV725848,2024-03-30,A,Normal,Male,Electronic accessories,89.29,4,14.41,443.66,Credit card,494.09,19.61,15.93,4.3
INV635736,2024-09-07,A,Member,Male,Home and lifestyle,61.57,5,7.0,920.57,Credit card,507.18,5.9,143.75,9.8
INV730356,2024-10-12,C,Normal,Female,Food and beverages typo,87.54,6,13.25,973.2,Cash,322.91,19.83,51.81,6.5
INV840644,2025-04-27,A,Normal,Male,Home and lifestyle,11.82,9,19.08,142.36,Credit card,154.49,6.63,163.06,9.8
INV769857,2024-03-19,A,Member,Female,Food and beverages,41.67,1,7.63,933.75,Cash,792.38,11.24,166.18,4.0
INV136583,2023-12-27,B,Member,Male,Food and beverages,12.55,2,8.56,229.95,Credit card,64.42,11.91,56.22,3.3
INV649782,2025-03-06,A,Normal,Male,Sports and travel,84.52,2,11.41,172.4,Ewallet,755.81,14.54,155.06,6.8
INV768853,2024-02-14,C,Normal,Male,Health and beauty,64.58,8,3.9,700.0,Ewallet,424.02,19.57,15.14,10.0
INV731919,2025-03-03,A,Normal,Female,Food and beverages,47.83,9,14.94,719.44,Cash,194.1,13.36,144.69,1.7
INV593974,2024-01-12,B,Normal,Female,Home and lifestyle,12.28,9,17.2,860.99,Credit card,321.47,18.5,50.86,1.3
INV833836,2025-02-14,C,Normal,Male,Sports and travel,77.27,2,14.48,496.65,Cash,147.89,6.08,35.1,5.3
INV749305,2023-10-04,A,Member,Female,Home and lifestyle,96.75,3,4.85,851.77,Ewallet,41.01,19.88,192.64,4.5
INV847154,2024-11-25,A,Member,Female,Food and beverages,76.89,9,18.2,165.69,Credit card,289.64,9.54,177.23,8.0
INV768022,2025-03-11,C,Normal,Female,Home and lifestyle,53.28,3,13.63,937.69,Cash,683.78,15.33,135.47,5.6
INV164103,2023-10-12,B,Member,Female,Sports and travel,48.13,8,16.45,917.05,Ewallet,437.4,19.58,11.53,3.4
INV665328,2023-10-23,B,Member,Female,Food and beverages,85.28,3,14.32,106.12,Credit card,780.11,4.38,112.66,4.0
INV114101,2024-01-22,A,Normal,Female,Health and beauty,39.31,7,8.9,943.64,Cash,379.48,7.87,121.22,5.2
INV583031,2023-12-28,B,Normal,Female,Home and lifestyle,4.35,8,17.71,784.99,Credit card,10.92,13.95,175.03,4.3
INV707938,2025-06-16,B,Normal,Male,Fashion accessories,10.71,3,11.92,329.22,Cash,248.51,7.26,142.71,5.7
INV588671,2025-06-12,C,Normal,Female,Fashion accessories,91.82,1,6.15,137.72,Credit card,281.0,11.93,182.51,6.2
INV744789,2023-12-26,B,Normal,Male,Health and beauty,79.81,1,13.57,288.12,Ewallet,22.76,19.7,164.84,9.6
INV661717,2025-03-18,A,Normal,Male,Fashion accessories,11.57,8,17.71,898.41,Credit card,215.01,16.93,89.12,6.4
INV883415,2025-03-28,C,Member,Male,Health and beauty,78.06,4,2.92,401.93,Credit card,612.87,6.49,23.47,3.9
INV255316,2023-08-15,A,Normal,Male,Health and beauty,18.5,3,18.87,107.34,Credit card,80.75,7.39,8.18,3.7
INV366075,2024-03-04,A,Member,Male,Sports and travel,20.88,2,4.51,835.84,Credit card,758.92,13.92,41.62,6.2
INV603852,2024-03-15,B,Normal,Male,Fashion accessories,51.1,5,16.51,818.13,Ewallet,638.42,12.6,88.39,9.5
INV566794,2024-02-05,C,Member,Male,Food and beverages,87.0,9,13.11,849.23,Ewallet,11.35,14.02,105.29,8.2
INV760014,2025-02-21,A,Normal,Female,Sports and travel,17.53,4,13.21,650.24,Credit card,571.45,4.35,176.26,4.0
INV213116,2025-04-21,A,Member,Male,Fashion accessories,33.22,9,16.03,775.66,Credit card,383.1,16.08,34.81,1.7
INV730086,2023-10-28,A,Member,Male,Electronic accessories,85.35,5,14.89,95.42,Cash,35.06,11.09,48.62,9.7
INV479538,2025-02-08,B,Normal,Male,Electronic accessories,4.39,6,19.14,853.83,Credit card,260.37,11.97,93.9,3.4
INV841382,2025-05-22,A,Member,Male,Health and beauty,40.8,4,14.79,929.51,Cash,390.89,11.87,60.4,9.5
INV310688,2025-05-05,A,Member,Female,Food and beverages,66.57,6,8.97,530.37,Ewallet,11.6,5.93,1.92,8.2
INV204628,2025-04-17,B,Normal,Female,Sports and travel,42.91,8,8.33,933.36,Credit card,30.03,15.14,167.13,3.5
INV313669,2024-02-10,C,Normal,Female,Home and lifestyle,62.88,5,15.28,257.94,Credit card,500.99,19.62,155.35,4.6
INV754440,2023-09-26,A,Member,Female,Health and beauty,81.32,8,14.56,119.22,Cash,624.26,13.9,11.21,2.3
INV648579,2024-06-28,B,Normal,Female,Sports and travel,90.39,9,15.77,12.27,Credit card,738.08,7.06,124.27,5.3
INV623783,2023-11-26,B,Member,Female,Electronic accessories,39.26,4,9.79,823.57,Credit card,698.63,8.25,35.6,5.2
INV685444,2025-03-12,C,Member,Female,Home and lifestyle,17.11,4,15.2,612.78,Cash,650.34,17.83,166.62,9.9
INV671253,2024-08-22,B,Normal,Female,Electronic accessories,79.45,4,19.4,810.69,Ewallet,795.61,13.28,1.98,8.1
INV971294,2025-05-19,A,Normal,Male,Food and beverages,25.24,9,3.2,704.8,Credit card,375.43,17.23,128.89,6.0
INV600869,2024-08-12,A,Member,Male,Home and lifestyle,31.22,6,11.35,757.08,Ewallet,719.6,10.93,170.64,7.6
INV279535,2024-08-27,C,Member,Female,Electronic accessories,51.89,7,4.03,496.37,Ewallet,452.21,5.22,141.62,9.3
INV789217,2024-05-18,C,Member,Female,Fashion accessories,48.57,4,3.07,387.15,Ewallet,268.74,4.88,78.5,6.2
INV663527,2024-11-09,C,Normal,Male,Sports and travel,86.66,6,2.38,687.61,Ewallet,775.2,5.9,136.84,7.6
INV651521,2024-02-12,A,Normal,Female,Electronic accessories,27.67,7,19.97,439.62,Cash,318.46,8.78,14.02,7.7
INV979532,2025-06-26,C,Member,Female,Home and lifestyle,61.11,1,6.43,836.12,Cash,703.51,11.0,28.56,8.6
INV236540,2024-09-09,C,Member,Male,Health and beauty,6.87,8,17.01,850.17,Credit card,195.51,4.41,173.68,3.8
INV268637,2023-07-31,A,Normal,Male,Sports and travel,7.7,9,4.08,180.4,Ewallet,399.07,15.49,90.37,4.0
INV694096,2024-09-16,B,Normal,Male,Fashion accessories,20.44,1,0.87,577.08,Ewallet,172.32,12.24,33.14,5.2
INV787138,2024-06-03,B,Member,Male,Food and beverages,91.9,7,16.89,479.88,Cash,329.89,13.41,70.04,2.2
INV800953,2023-12-16,A,Member,Female,Electronic accessories,85.13,9,8.46,205.13,Credit card,68.19,10.77,57.51,4.2
INV241301,2024-10-13,C,Normal,Male,Home and lifestyle,21.22,1,9.57,719.57,Cash,278.77,5.8,93.43,6.0
INV257444,2025-05-02,A,Member,Male,Fashion accessories,67.32,9,13.63,416.66,Credit card,245.46,15.66,186.32,9.1
INV937236,2025-06-23,C,Member,Male,Fashion accessories,41.81,5,17.02,406.52,Credit card,696.78,19.97,133.93,5.0
INV337247,2024-12-29,A,Member,Male,Home and lifestyle,1.15,1,17.82,557.58,Credit card,150.31,16.0,47.66,9.2
INV574776,2024-05-10,C,Member,Female,Electronic accessories,83.48,4,14.57,402.7,Cash,563.01,6.36,43.19,2.4
INV283118,2023-07-25,C,Normal,Male,Health and beauty,84.99,3,3.35,785.72,Ewallet,134.45,14.89,133.24,8.6
INV880290,2024-06-05,C,Member,Male,Home and lifestyle,70.29,5,3.35,903.86,Ewallet,137.9,9.38,74.73,1.4
INV517430,2024-04-25,B,Member,Female,Electronic accessories,42.21,3,3.52,326.27,Cash,758.78,9.06,49.2,9.2
INV955472,2025-06-27,B,Member,Female,Home and lifestyle,98.46,1,15.84,94.88,Credit card,69.33,5.65,148.01,3.6
INV747089,2023-11-04,A,Normal,Male,Home and lifestyle,5.15,2,16.88,459.63,Cash,579.03,14.59,68.24,7.7
INV738678,2025-04-19,B,Normal,Male,Fashion accessories,96.78,4,10.96,541.58,Cash,118.54,16.26,16.21,4.4
INV119482,2024-08-28,B,Member,Male,Fashion accessories,89.37,3,2.27,525.23,Cash,793.5,13.26,126.34,2.9
INV188063,2024-10-09,A,Member,Female,Health and beauty,47.95,3,8.0,253.82,Credit card,53.08,18.21,156.91,3.2
